providedExternalId	providedName	parseRelation	parsedExternalId	parsedName	parsedAuthority	parsedRank	parsedCommonNames	parsedPath	parsedPathIds	parsedPathNames	parsedPathAuthorships	parsedNameSource	parsedNameSourceUrl	parsedNameSourceAccessedAt	alignRelation	alignedCatalogName	alignedExternalId	alignedName	alignedAuthorship	alignedRank	alignedCommonNames	alignedKingdomName	alignedKingdomId	alignedKingdomAuthorship	alignedPhylumName	alignedPhylumId	alignedPhylumAuthorship	alignedClassName	alignedClassId	alignedClassAuthorship	alignedOrderName	alignedOrderId	alignedOrderAuthorship	alignedFamilyName	alignedFamilyId	alignedFamilyAuthorship	alignedSubfamilyName	alignedSubfamilyId	alignedSubfamilyAuthorship	alignedTribeName	alignedTribeId	alignedTribeAuthorship	alignedSubtribeName	alignedSubtribeId	alignedSubtribeAuthorship	alignedGenusName	alignedGenusId	alignedGenusAuthorship	alignedSubgenusName	alignedSubgenusId	alignedSubgenusAuthorship	alignedSpeciesName	alignedSpeciesId	alignedSpeciesAuthorship	alignedSubspeciesName	alignedSubspeciesId	alignedSubspeciesAuthorship	alignedPath	alignedPathIds	alignedPathNames	alignedPathAuthorships	alignedNameSource	alignedNameSourceUrl	alignedNameSourceAccessedAt
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	SAME_AS	ncbi	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=522886	Amorpha	Hubner, 1809	genus		Metazoa	NCBI:33208		Arthropoda	NCBI:6656		Insecta	NCBI:50557		Lepidoptera	NCBI:7088		Sphingidae	NCBI:7128		Smerinthinae	NCBI:469321		Smerinthini	NCBI:523180					Amorpha	NCBI:522886	Hubner, 1809										root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Neolepidoptera | Heteroneura | Ditrysia | Obtectomera | Bombycoidea | Sphingidae | Smerinthinae | Smerinthini | Amorpha	NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33317 | NCBI:1206794 | NCBI:88770 | NCBI:6656 | NCBI:197563 | NCBI:197562 | NCBI:6960 | NCBI:50557 | NCBI:85512 | NCBI:7496 | NCBI:33340 | NCBI:33392 | NCBI:85604 | NCBI:7088 | NCBI:41191 | NCBI:41196 | NCBI:41197 | NCBI:37567 | NCBI:104431 | NCBI:37569 | NCBI:7128 | NCBI:469321 | NCBI:523180 | NCBI:522886	|  | superkingdom | clade | kingdom | clade | clade | clade | clade | clade | phylum | clade | clade | subphylum | class | clade | subclass | infraclass | cohort | superorder | order | suborder | infraorder | parvorder | clade | clade | superfamily | family | subfamily | tribe | genus	|  |  | Cavalier-Smith 1987 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Hubner, 1809	ncbi	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	ott	https://tree.opentreeoflife.org/opentree/ottol@398227	Amorpha		genus		Metazoa	OTT:691846		Arthropoda	OTT:632179		Insecta	OTT:1062253		Lepidoptera	OTT:965954		Sphingidae	OTT:598255		Smerinthinae	OTT:949488		Smerinthini	OTT:977711					Amorpha	OTT:398227											life | cellular organisms | Eukaryota | Opisthokonta | Holozoa | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Holometabola | Amphiesmenoptera | Lepidoptera | Glossata | Neolepidoptera | Heteroneura | Ditrysia | Obtectomera | Bombycoidea | Sphingidae | Smerinthinae | Smerinthini | Amorpha	OTT:805080 | OTT:93302 | OTT:304358 | OTT:332573 | OTT:5246131 | OTT:691846 | OTT:641038 | OTT:117569 | OTT:189832 | OTT:611099 | OTT:816442 | OTT:632179 | OTT:985907 | OTT:985906 | OTT:568991 | OTT:1062253 | OTT:983656 | OTT:1048707 | OTT:815350 | OTT:1082885 | OTT:436623 | OTT:965954 | OTT:89155 | OTT:89151 | OTT:795150 | OTT:596629 | OTT:371732 | OTT:596647 | OTT:598255 | OTT:949488 | OTT:977711 | OTT:398227	|  | domain |  |  | kingdom |  |  |  |  |  | phylum |  |  | subphylum | class |  | subclass | infraclass | cohort | superorder | order | suborder | infraorder | parvorder |  |  | superfamily | family | subfamily | tribe | genus	|  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |	ott	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	ott	https://tree.opentreeoflife.org/opentree/ottol@674919	Amorpha		genus		Archaeplastida	OTT:5268475		Streptophyta	OTT:916750		Magnoliopsida	OTT:99252		Fabales	OTT:956360		Fabaceae	OTT:560323		Papilionoideae	OTT:39538		Amorpheae	OTT:615877					Amorpha	OTT:674919											life | cellular organisms | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Fabales | Fabaceae | Papilionoideae | 50 kb inversion clade | dalbergioids sensu lato | Amorpheae | Amorpha	OTT:805080 | OTT:93302 | OTT:304358 | OTT:5268475 | OTT:361838 | OTT:916750 | OTT:56610 | OTT:10210 | OTT:1007992 | OTT:10218 | OTT:99252 | OTT:5298374 | OTT:431495 | OTT:853757 | OTT:5316182 | OTT:1008296 | OTT:565281 | OTT:956360 | OTT:560323 | OTT:39538 | OTT:7055448 | OTT:7055847 | OTT:615877 | OTT:674919	|  | domain | kingdom | kingdom | phylum |  | phylum |  |  | class |  |  |  |  |  |  | order | family | subfamily |  |  | tribe | genus	|  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |	ott	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	pbdb	https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=369932	Amorpha	D. I. Axelrod 1939	genus		Eukaryota	PBDB:1	É. Chatton 1925	Spermatophyta	PBDB:55350	L. J. Hickey 1977				Fabales	PBDB:54922	D.J. Mabberley 2000	Fabaceae	PBDB:183021	The Angiosperm Phylogeny Group 2009										Amorpha	PBDB:369932	D. I. Axelrod 1939										Life | Eukaryota | Plantae | Spermatophyta | Angiospermae | Rosids | Eurosids | Fabid | Fabales | Fabaceae | Amorpha	PBDB:28595 | PBDB:1 | PBDB:54311 | PBDB:55350 | PBDB:54885 | PBDB:307406 | PBDB:466625 | PBDB:307407 | PBDB:54922 | PBDB:183021 | PBDB:369932	unranked clade | kingdom | kingdom | phylum | phylum | unranked clade | unranked clade | unranked clade | order | family | genus	C. Linnaeus 1758 | É. Chatton 1925 | E. Haeckel 1866 | L. J. Hickey 1977 | D.J. Mabberley 2000 | E. Taylor and T. Taylor 2008 | The Angiosperm Phylogeny Group 2016 | E. Taylor and T. Taylor 2008 | D.J. Mabberley 2000 | The Angiosperm Phylogeny Group 2009 | D. I. Axelrod 1939	pbdb	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	OCCURS_IN	plazi	http://taxon-concept.plazi.org/id/Plantae/Amorpha_Linnaeus_1753	Amorpha		genus																																						Plantae | Tracheophyta | Magnoliopsida | Fabales | Fabaceae | Amorpha		kingdom | phylum | class | order | family | genus		plazi	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	OCCURS_IN	plazi	http://treatment.plazi.org/id/9C3EA076049CF79FE28D1D5ADD93DC86	http://treatment.plazi.org/id/9C3EA076049CF79FE28D1D5ADD93DC86																																								http://treatment.plazi.org/id/9C3EA076049CF79FE28D1D5ADD93DC86				plazi	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	OCCURS_IN	plazi	https://doi.org/10.5281/zenodo.291971	doi:10.5281/zenodo.291971																																								doi:10.5281/zenodo.291971				plazi	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	NONE	tpt		Amorpha																																												tpt	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha	SAME_AS		Amorpha								gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	wfo	http://www.worldfloraonline.org/taxon/wfo-4000001655	Amorpha	L.	genus					Angiosperms	WFO:9949999999					Fabales	WFO:9000000207	Bromhead	Fabaceae	WFO:7000000323	Juss.										Amorpha	WFO:4000001655	L.										Angiosperms | Fabales | Fabaceae | Amorpha	WFO:9949999999 | WFO:9000000207 | WFO:7000000323 | WFO:4000001655	phylum | order | family | genus	| Bromhead | Juss. | L.	wfo	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	NONE	batnames		Amorpha canescens																																												batnames	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	col	https://www.catalogueoflife.org/data/taxon/CX46	Amorpha canescens	Pursh	species		Plantae	COL:P		Tracheophyta	COL:TP		Magnoliopsida	COL:MG		Fabales	COL:383	Bromhead	Fabaceae	COL:623QT											Amorpha	COL:9CJQR	L.				Amorpha canescens	COL:CX46	Pursh				Biota | Plantae | Tracheophyta | Magnoliopsida | Fabales | Fabaceae | Amorpha | Amorpha canescens	COL:5T6MX | COL:P | COL:TP | COL:MG | COL:383 | COL:623QT | COL:9CJQR | COL:CX46	unranked | kingdom | phylum | class | order | family | genus | species	|  |  |  | Bromhead |  | L. | Pursh	col	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	NONE	discoverlife		Amorpha canescens																																												discoverlife	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	gbif	http://www.gbif.org/species/5357388	Amorpha canescens		species		Plantae	GBIF:6		Tracheophyta	GBIF:7707728		Magnoliopsida	GBIF:220		Fabales	GBIF:1370		Fabaceae	GBIF:5386											Amorpha	GBIF:2965599					Amorpha canescens	GBIF:5357388					Plantae | Tracheophyta | Magnoliopsida | Fabales | Fabaceae | Amorpha | Amorpha canescens	GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:1370 | GBIF:5386 | GBIF:2965599 | GBIF:5357388	kingdom | phylum | class | order | family | genus | species	|  |  |  |  |  |	gbif	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	gbif	http://www.gbif.org/species/7857803	Amorpha canescens	Nutt., 1813	species		Plantae	GBIF:6		Tracheophyta	GBIF:7707728		Magnoliopsida	GBIF:220		Fabales	GBIF:1370		Fabaceae	GBIF:5386											Amorpha	GBIF:2965599					Amorpha canescens	GBIF:7857803	Nutt., 1813				Plantae | Tracheophyta | Magnoliopsida | Fabales | Fabaceae | Amorpha | Amorpha canescens	GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:1370 | GBIF:5386 | GBIF:2965599 | GBIF:7857803	kingdom | phylum | class | order | family | genus | species	|  |  |  |  |  | Nutt., 1813	gbif	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	itis	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=25371	Amorpha canescens	Pursh	species		Plantae	ITIS:202422					Magnoliopsida	ITIS:18063		Fabales	ITIS:500022		Fabaceae	ITIS:500059											Amorpha	ITIS:25367	L.				Amorpha canescens	ITIS:25371	Pursh				Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Fabales | Fabaceae | Amorpha | Amorpha canescens	ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:500022 | ITIS:500059 | ITIS:25367 | ITIS:25371	kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species	|  |  |  |  |  |  |  |  |  | L. | Pursh	itis	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	NONE	mdd		Amorpha canescens																																												mdd	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	SAME_AS	ncbi	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=252450	Amorpha canescens	Pursh	species		Viridiplantae	NCBI:33090	Cavalier-Smith, 1981	Streptophyta	NCBI:35493	Bremer, 1985	Magnoliopsida	NCBI:3398		Fabales	NCBI:72025		Fabaceae	NCBI:3803	Lindl., 1836	Papilionoideae	NCBI:3814		Amorpheae	NCBI:163718	Boriss., 1964				Amorpha	NCBI:48130	L., 1753				Amorpha canescens	NCBI:252450	Pursh				root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Fabales | Fabaceae | Papilionoideae | 50 kb inversion clade | dalbergioids sensu lato | Amorpheae | Amorpha | Amorpha canescens	NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33090 | NCBI:35493 | NCBI:131221 | NCBI:3193 | NCBI:58023 | NCBI:78536 | NCBI:58024 | NCBI:3398 | NCBI:1437183 | NCBI:71240 | NCBI:91827 | NCBI:1437201 | NCBI:71275 | NCBI:91835 | NCBI:72025 | NCBI:3803 | NCBI:3814 | NCBI:2231393 | NCBI:2231387 | NCBI:163718 | NCBI:48130 | NCBI:252450	|  | superkingdom | kingdom | phylum | subphylum | clade | clade | clade | clade | class | clade | clade | clade | clade | clade | clade | order | family | subfamily | clade | clade | tribe | genus | species	|  |  | Cavalier-Smith, 1981 | Bremer, 1985 |  |  | Sinnott ex Cavalier-Smith, 1998 |  |  |  | M.J.Donoghue, J.A.Doyle & P.D.Cantino, 2007 |  | D.E.Soltis, P.S.Soltis & W.S.Judd, 2007 | D.E.Soltis, P.S.Soltis & W.S.Judd, 2007 |  |  |  | Lindl., 1836 |  |  |  | Boriss., 1964 | L., 1753 | Pursh	ncbi	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	HAS_ACCEPTED_NAME	ott	https://tree.opentreeoflife.org/opentree/ottol@359473	Amorpha canescens		species		Archaeplastida	OTT:5268475		Streptophyta	OTT:916750		Magnoliopsida	OTT:99252		Fabales	OTT:956360		Fabaceae	OTT:560323		Papilionoideae	OTT:39538		Amorpheae	OTT:615877					Amorpha	OTT:674919					Amorpha canescens	OTT:359473					life | cellular organisms | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | fabids | Fabales | Fabaceae | Papilionoideae | 50 kb inversion clade | dalbergioids sensu lato | Amorpheae | Amorpha | Amorpha canescens	OTT:805080 | OTT:93302 | OTT:304358 | OTT:5268475 | OTT:361838 | OTT:916750 | OTT:56610 | OTT:10210 | OTT:1007992 | OTT:10218 | OTT:99252 | OTT:5298374 | OTT:431495 | OTT:853757 | OTT:5316182 | OTT:1008296 | OTT:565281 | OTT:956360 | OTT:560323 | OTT:39538 | OTT:7055448 | OTT:7055847 | OTT:615877 | OTT:674919 | OTT:359473	|  | domain | kingdom | kingdom | phylum |  | phylum |  |  | class |  |  |  |  |  |  | order | family | subfamily |  |  | tribe | genus | species	|  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |	ott	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	NONE	pbdb		Amorpha canescens																																												pbdb	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
	Amorpha canescens	SAME_AS		Amorpha canescens		species		Amorpha | canescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48	NONE	plazi		Amorpha canescens																																												plazi	https://linker.bio,https://zenodo.org/records/11105453/files,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/83617875e84bb8ae7ac2a257ad50eb8e82d8935d975f465b8ee8f3a803f72b48
